"Year","State","Unemployment","TaxRate","SampleSize","Gender","Age","Race","Education","SmokeRate","LowConf","HighConf"
2013,"FL",0.0723165786451771,42.2,335,"Overall","All Ages","American Indian/Alaska Native","All Grades",32.6,23.3,41.9
2013,"FL",0.0723165786451771,42.2,5486,"Overall","25 to 44 Years","All Races","All Grades",20.2,18.3,22.1
2013,"FL",0.0723165786451771,42.2,12879,"Male","All Ages","All Races","All Grades",19.5,18,21
2013,"GA",0.081953315690245,30.2,2062,"Overall","Age 20 and Older","All Races","12th Grade",22.8,20.2,25.4
2013,"GA",0.081953315690245,30.2,1890,"Overall","25 to 44 Years","All Races","All Grades",23.3,20.8,25.8
2013,"GA",0.081953315690245,30.2,2908,"Male","All Ages","All Races","All Grades",22.6,20.5,24.7
2013,"GA",0.081953315690245,30.2,2168,"Overall","65 Years and Older","All Races","All Grades",8.7,7,10.4
2013,"GA",0.081953315690245,30.2,7725,"Overall","All Ages","All Races","All Grades",18.8,17.5,20.1
2013,"GA",0.081953315690245,30.2,97,"Overall","All Ages","Asian/Pacific Islander","All Grades",12.1,4.8,19.4
2013,"GA",0.081953315690245,30.2,4817,"Female","All Ages","All Races","All Grades",15.4,14,16.8
2013,"GA",0.081953315690245,30.2,1392,"Female","18 to 44 Years","All Races","All Grades",16.6,14.3,18.9
2013,"GA",0.081953315690245,30.2,3198,"Overall","45 to 64 Years","All Races","All Grades",19.7,17.7,21.7
2013,"GA",0.081953315690245,30.2,469,"Overall","18 to 24 Years","All Races","All Grades",16.6,12.9,20.3
2013,"GA",0.081953315690245,30.2,338,"Overall","All Ages","Hispanic","All Grades",13.3,8.9,17.7
2013,"GA",0.081953315690245,30.2,850,"Overall","Age 20 and Older","All Races","< 12th Grade",30.1,25.5,34.7
2013,"GA",0.081953315690245,30.2,4956,"Overall","All Ages","White","All Grades",20.6,19,22.2
2013,"GA",0.081953315690245,30.2,67,"Overall","All Ages","American Indian/Alaska Native","All Grades",33.5,18.8,48.2
2013,"GA",0.081953315690245,30.2,4676,"Overall","Age 20 and Older","All Races","> 12th Grade",14.2,12.8,15.6
2013,"GA",0.081953315690245,30.2,821,"Overall","Age 25 and Older","All Races","< 12th Grade",30,25.3,34.7
2013,"GA",0.081953315690245,30.2,1945,"Overall","All Ages","African American","All Grades",17.3,14.7,19.9
2013,"GA",0.081953315690245,30.2,4457,"Overall","Age 25 and Older","All Races","> 12th Grade",14.1,12.7,15.5
2013,"GA",0.081953315690245,30.2,1960,"Overall","Age 25 and Older","All Races","12th Grade",22.7,20,25.4
2013,"HI",0.0489075382622522,48.4,316,"Overall","Age 20 and Older","All Races","< 12th Grade",22.9,16.9,28.9
2013,"HI",0.0489075382622522,48.4,2075,"Overall","Age 20 and Older","All Races","12th Grade",18.1,15.8,20.4
2013,"HI",0.0489075382622522,48.4,2213,"Overall","65 Years and Older","All Races","All Grades",6,4.4,7.6
2013,"HI",0.0489075382622522,48.4,1872,"Overall","Age 25 and Older","All Races","12th Grade",17.4,15.1,19.7
2013,"HI",0.0489075382622522,48.4,4144,"Female","All Ages","All Races","All Grades",11,9.5,12.5
2013,"HI",0.0489075382622522,48.4,5118,"Overall","Age 20 and Older","All Races","> 12th Grade",10.2,8.9,11.5
2013,"HI",0.0489075382622522,48.4,1345,"Female","18 to 44 Years","All Races","All Grades",14.9,12.1,17.7
2013,"HI",0.0489075382622522,48.4,NA,"Overall","All Ages","African American","All Grades",NA,NA,NA
2013,"HI",0.0489075382622522,48.4,1955,"Overall","25 to 44 Years","All Races","All Grades",17.7,15.4,20
2013,"HI",0.0489075382622522,48.4,627,"Overall","18 to 24 Years","All Races","All Grades",15.2,11.2,19.2
2013,"HI",0.0489075382622522,48.4,7676,"Overall","All Ages","All Races","All Grades",13.3,12.2,14.4
2013,"HI",0.0489075382622522,48.4,2377,"Overall","All Ages","White","All Grades",11.9,9.8,14
2013,"HI",0.0489075382622522,48.4,299,"Overall","Age 25 and Older","All Races","< 12th Grade",21,15.1,26.9
2013,"HI",0.0489075382622522,48.4,2881,"Overall","45 to 64 Years","All Races","All Grades",12.7,11,14.4
2013,"HI",0.0489075382622522,48.4,597,"Overall","All Ages","Hispanic","All Grades",17.7,12.8,22.6
2013,"HI",0.0489075382622522,48.4,3532,"Male","All Ages","All Races","All Grades",15.7,14,17.4
2013,"HI",0.0489075382622522,48.4,4866,"Overall","Age 25 and Older","All Races","> 12th Grade",10,8.7,11.3
2013,"HI",0.0489075382622522,48.4,2606,"Overall","All Ages","Asian/Pacific Islander","All Grades",10,8.4,11.6
2013,"HI",0.0489075382622522,48.4,NA,"Overall","All Ages","American Indian/Alaska Native","All Grades",NA,NA,NA
2013,"IA",0.0473694616118375,41.2,1612,"Overall","25 to 44 Years","All Races","All Grades",23.4,20.8,26
2013,"IA",0.0473694616118375,41.2,212,"Overall","All Ages","Hispanic","All Grades",14,8.1,19.9
2013,"IA",0.0473694616118375,41.2,4699,"Overall","Age 20 and Older","All Races","> 12th Grade",14.1,12.7,15.5
2013,"IA",0.0473694616118375,41.2,454,"Overall","Age 20 and Older","All Races","< 12th Grade",33.2,27.1,39.3
2013,"IA",0.0473694616118375,41.2,2719,"Overall","Age 20 and Older","All Races","12th Grade",25.6,23.3,27.9
2013,"IA",0.0473694616118375,41.2,3110,"Overall","45 to 64 Years","All Races","All Grades",22,20.1,23.9
2013,"IA",0.0473694616118375,41.2,3203,"Male","All Ages","All Races","All Grades",22.5,20.6,24.4
2013,"IA",0.0473694616118375,41.2,2638,"Overall","Age 25 and Older","All Races","12th Grade",24.4,22.2,26.6
2013,"IA",0.0473694616118375,41.2,7983,"Overall","All Ages","All Races","All Grades",19.5,18.2,20.8
2013,"IA",0.0473694616118375,41.2,106,"Overall","All Ages","African American","All Grades",21.4,12.2,30.6
2013,"IA",0.0473694616118375,41.2,394,"Overall","18 to 24 Years","All Races","All Grades",21.9,17.2,26.6
2013,"IA",0.0473694616118375,41.2,NA,"Overall","All Ages","American Indian/Alaska Native","All Grades",NA,NA,NA
2013,"IA",0.0473694616118375,41.2,4780,"Female","All Ages","All Races","All Grades",16.6,15,18.2
2013,"IA",0.0473694616118375,41.2,2867,"Overall","65 Years and Older","All Races","All Grades",8,6.8,9.2
2013,"IA",0.0473694616118375,41.2,1076,"Female","18 to 44 Years","All Races","All Grades",20.5,17.4,23.6
2013,"IA",0.0473694616118375,41.2,4506,"Overall","Age 25 and Older","All Races","> 12th Grade",14.2,12.8,15.6
2013,"IA",0.0473694616118375,41.2,437,"Overall","Age 25 and Older","All Races","< 12th Grade",31.1,25.1,37.1
2013,"IA",0.0473694616118375,41.2,NA,"Overall","All Ages","Asian/Pacific Islander","All Grades",NA,NA,NA
2013,"IA",0.0473694616118375,41.2,7444,"Overall","All Ages","White","All Grades",19.7,18.4,21
2013,"ID",0.0612346563091078,32.5,4943,"Overall","All Ages","White","All Grades",16.3,14.7,17.9
2013,"ID",0.0612346563091078,32.5,3361,"Overall","Age 25 and Older","All Races","> 12th Grade",10.6,9,12.2
2013,"ID",0.0612346563091078,32.5,2323,"Male","All Ages","All Races","All Grades",19.4,17,21.8
2013,"ID",0.0612346563091078,32.5,295,"Overall","18 to 24 Years","All Races","All Grades",18.5,13.4,23.6
2013,"ID",0.0612346563091078,32.5,384,"Overall","Age 25 and Older","All Races","< 12th Grade",36.6,29.4,43.8
2013,"ID",0.0612346563091078,32.5,5491,"Overall","All Ages","All Races","All Grades",17.2,15.6,18.8
2013,"ID",0.0612346563091078,32.5,1435,"Overall","Age 25 and Older","All Races","12th Grade",22.9,19.7,26.1
2013,"ID",0.0612346563091078,32.5,3168,"Female","All Ages","All Races","All Grades",15,13.1,16.9
2013,"ID",0.0612346563091078,32.5,263,"Overall","All Ages","Hispanic","All Grades",16,10,22
2013,"ID",0.0612346563091078,32.5,3486,"Overall","Age 20 and Older","All Races","> 12th Grade",10.4,8.9,11.9
2013,"ID",0.0612346563091078,32.5,1514,"Overall","Age 20 and Older","All Races","12th Grade",24.2,20.9,27.5
2013,"ID",0.0612346563091078,32.5,NA,"Overall","All Ages","Asian/Pacific Islander","All Grades",NA,NA,NA
2013,"ID",0.0612346563091078,32.5,NA,"Overall","All Ages","African American","All Grades",NA,NA,NA
2013,"ID",0.0612346563091078,32.5,394,"Overall","Age 20 and Older","All Races","< 12th Grade",35.8,28.8,42.8
2013,"ID",0.0612346563091078,32.5,1890,"Overall","65 Years and Older","All Races","All Grades",8.2,6.3,10.1
2013,"ID",0.0612346563091078,32.5,64,"Overall","All Ages","American Indian/Alaska Native","All Grades",45.9,28.4,63.4
2013,"ID",0.0612346563091078,32.5,899,"Female","18 to 44 Years","All Races","All Grades",17.2,13.9,20.5
2013,"ID",0.0612346563091078,32.5,2039,"Overall","45 to 64 Years","All Races","All Grades",17.4,14.9,19.9
2013,"ID",0.0612346563091078,32.5,1267,"Overall","25 to 44 Years","All Races","All Grades",21.3,18.3,24.3
2013,"IL",0.0904995511094011,42.4,2140,"Overall","45 to 64 Years","All Races","All Grades",19,16.6,21.4
2013,"IL",0.0904995511094011,42.4,843,"Female","18 to 44 Years","All Races","All Grades",15.6,12.6,18.6
2013,"IL",0.0904995511094011,42.4,1812,"Overall","65 Years and Older","All Races","All Grades",8.6,6.6,10.6
2013,"IL",0.0904995511094011,42.4,364,"Overall","18 to 24 Years","All Races","All Grades",19.8,15,24.6
2013,"IL",0.0904995511094011,42.4,335,"Overall","Age 20 and Older","All Races","< 12th Grade",21.7,15.8,27.6
2013,"IL",0.0904995511094011,42.4,4463,"Overall","All Ages","White","All Grades",19.1,17.4,20.8
2013,"IL",0.0904995511094011,42.4,5526,"Overall","All Ages","All Races","All Grades",18,16.5,19.5
2013,"IL",0.0904995511094011,42.4,1210,"Overall","25 to 44 Years","All Races","All Grades",21.3,18.3,24.3
2013,"IL",0.0904995511094011,42.4,328,"Overall","Age 25 and Older","All Races","< 12th Grade",20.2,14.4,26
2013,"IL",0.0904995511094011,42.4,139,"Overall","All Ages","Asian/Pacific Islander","All Grades",14,6.4,21.6
2013,"IL",0.0904995511094011,42.4,328,"Overall","All Ages","Hispanic","All Grades",11.1,7.2,15
2013,"IL",0.0904995511094011,42.4,1504,"Overall","Age 25 and Older","All Races","12th Grade",23.7,20.5,26.9
2013,"IL",0.0904995511094011,42.4,3504,"Overall","Age 20 and Older","All Races","> 12th Grade",14.8,13.1,16.5
2013,"IL",0.0904995511094011,42.4,1572,"Overall","Age 20 and Older","All Races","12th Grade",24.5,21.4,27.6
2013,"IL",0.0904995511094011,42.4,NA,"Overall","All Ages","American Indian/Alaska Native","All Grades",NA,NA,NA
2013,"IL",0.0904995511094011,42.4,3216,"Female","All Ages","All Races","All Grades",15,13.2,16.8
2013,"IL",0.0904995511094011,42.4,3323,"Overall","Age 25 and Older","All Races","> 12th Grade",14.6,12.9,16.3
2013,"IL",0.0904995511094011,42.4,2310,"Male","All Ages","All Races","All Grades",21.2,18.8,23.6
2013,"IL",0.0904995511094011,42.4,459,"Overall","All Ages","African American","All Grades",20.8,15.8,25.8
2013,"IN",0.0765684022476449,38.1,5913,"Female","All Ages","All Races","All Grades",20.4,18.9,21.9
2013,"IN",0.0765684022476449,38.1,1456,"Female","18 to 44 Years","All Races","All Grades",25.4,22.7,28.1
2013,"IN",0.0765684022476449,38.1,3406,"Overall","65 Years and Older","All Races","All Grades",9.6,8.4,10.8
2013,"IN",0.0765684022476449,38.1,2096,"Overall","25 to 44 Years","All Races","All Grades",29,26.6,31.4
2013,"IN",0.0765684022476449,38.1,521,"Overall","18 to 24 Years","All Races","All Grades",19.7,15.9,23.5
2013,"IN",0.0765684022476449,38.1,5216,"Overall","Age 25 and Older","All Races","> 12th Grade",16.6,15.2,18
2013,"IN",0.0765684022476449,38.1,880,"Overall","Age 20 and Older","All Races","< 12th Grade",39,34.7,43.3
2013,"IN",0.0765684022476449,38.1,3458,"Overall","Age 25 and Older","All Races","12th Grade",24.8,22.9,26.7
2013,"IN",0.0765684022476449,38.1,579,"Overall","All Ages","African American","All Grades",24.8,20.1,29.5
2013,"IN",0.0765684022476449,38.1,4155,"Male","All Ages","All Races","All Grades",23.5,21.8,25.2
2013,"IN",0.0765684022476449,38.1,75,"Overall","All Ages","American Indian/Alaska Native","All Grades",34,20.3,47.7
2013,"IN",0.0765684022476449,38.1,4045,"Overall","45 to 64 Years","All Races","All Grades",22.7,21.1,24.3
2013,"IN",0.0765684022476449,38.1,10068,"Overall","All Ages","All Races","All Grades",21.9,20.8,23
2013,"IN",0.0765684022476449,38.1,850,"Overall","Age 25 and Older","All Races","< 12th Grade",38.1,33.8,42.4
2013,"IN",0.0765684022476449,38.1,84,"Overall","All Ages","Asian/Pacific Islander","All Grades",6.4,1.2,11.6
2013,"IN",0.0765684022476449,38.1,8751,"Overall","All Ages","White","All Grades",22,20.8,23.2
2013,"IN",0.0765684022476449,38.1,3601,"Overall","Age 20 and Older","All Races","12th Grade",25.1,23.2,27
2013,"IN",0.0765684022476449,38.1,5423,"Overall","Age 20 and Older","All Races","> 12th Grade",16.3,15,17.6
2013,"IN",0.0765684022476449,38.1,312,"Overall","All Ages","Hispanic","All Grades",15.2,10.2,20.2
2013,"KS",0.0529707597852662,35,5877,"Overall","Age 25 and Older","All Races","12th Grade",25.9,24.5,27.3
2013,"KS",0.0529707597852662,35,210,"Overall","All Ages","American Indian/Alaska Native","All Grades",41.3,33,49.6
2013,"KS",0.0529707597852662,35,1347,"Overall","18 to 24 Years","All Races","All Grades",19.2,16.8,21.6
2013,"KS",0.0529707597852662,35,14875,"Overall","Age 20 and Older","All Races","> 12th Grade",15.2,14.4,16
2013,"KS",0.0529707597852662,35,913,"Overall","All Ages","African American","All Grades",30.7,26.4,35
2013,"KS",0.0529707597852662,35,9464,"Male","All Ages","All Races","All Grades",22.3,21.2,23.4
2013,"KS",0.0529707597852662,35,1425,"Overall","Age 25 and Older","All Races","< 12th Grade",33.5,30.5,36.5
2013,"KS",0.0529707597852662,35,14209,"Overall","Age 25 and Older","All Races","> 12th Grade",15.3,14.5,16.1
2013,"KS",0.0529707597852662,35,19773,"Overall","All Ages","White","All Grades",19.3,18.6,20
2013,"KS",0.0529707597852662,35,13427,"Female","All Ages","All Races","All Grades",17.8,16.9,18.7
2013,"KS",0.0529707597852662,35,7498,"Overall","65 Years and Older","All Races","All Grades",9.1,8.3,9.9
2013,"KS",0.0529707597852662,35,5160,"Overall","25 to 44 Years","All Races","All Grades",25.4,24,26.8
2013,"KS",0.0529707597852662,35,1142,"Overall","All Ages","Hispanic","All Grades",17.2,14.7,19.7
2013,"KS",0.0529707597852662,35,1488,"Overall","Age 20 and Older","All Races","< 12th Grade",34.6,31.6,37.6
2013,"KS",0.0529707597852662,35,22891,"Overall","All Ages","All Races","All Grades",20,19.3,20.7
2013,"KS",0.0529707597852662,35,3498,"Female","18 to 44 Years","All Races","All Grades",21.1,19.5,22.7
2013,"KS",0.0529707597852662,35,245,"Overall","All Ages","Asian/Pacific Islander","All Grades",14.3,8.1,20.5
2013,"KS",0.0529707597852662,35,8886,"Overall","45 to 64 Years","All Races","All Grades",21.2,20.1,22.3
2013,"KS",0.0529707597852662,35,6151,"Overall","Age 20 and Older","All Races","12th Grade",26.5,25.1,27.9
2013,"KY",0.0800621375169611,33.8,6840,"Female","All Ages","All Races","All Grades",24.6,22.9,26.3
2013,"KY",0.0800621375169611,33.8,3517,"Overall","Age 20 and Older","All Races","12th Grade",30.4,28,32.8
2013,"KY",0.0800621375169611,33.8,547,"Overall","18 to 24 Years","All Races","All Grades",28.7,23.9,33.5
2013,"KY",0.0800621375169611,33.8,3319,"Overall","65 Years and Older","All Races","All Grades",11.8,10.1,13.5
2013,"KY",0.0800621375169611,33.8,937,"Overall","All Ages","African American","All Grades",23.8,17.8,29.8
2013,"KY",0.0800621375169611,33.8,NA,"Overall","All Ages","Asian/Pacific Islander","All Grades",NA,NA,NA
2013,"KY",0.0800621375169611,33.8,5706,"Overall","Age 20 and Older","All Races","> 12th Grade",19.4,17.9,20.9
2013,"KY",0.0800621375169611,33.8,9141,"Overall","All Ages","White","All Grades",26.9,25.5,28.3
2013,"KY",0.0800621375169611,33.8,2165,"Overall","25 to 44 Years","All Races","All Grades",33.7,31,36.4
2013,"KY",0.0800621375169611,33.8,1567,"Female","18 to 44 Years","All Races","All Grades",30.8,27.6,34
2013,"KY",0.0800621375169611,33.8,4553,"Overall","45 to 64 Years","All Races","All Grades",26.9,24.9,28.9
2013,"KY",0.0800621375169611,33.8,1203,"Overall","Age 20 and Older","All Races","< 12th Grade",41.8,37.3,46.3
2013,"KY",0.0800621375169611,33.8,3744,"Male","All Ages","All Races","All Grades",28.4,26.3,30.5
2013,"KY",0.0800621375169611,33.8,72,"Overall","All Ages","American Indian/Alaska Native","All Grades",39.9,21.8,58
2013,"KY",0.0800621375169611,33.8,3390,"Overall","Age 25 and Older","All Races","12th Grade",29.3,26.9,31.7
2013,"KY",0.0800621375169611,33.8,10584,"Overall","All Ages","All Races","All Grades",26.5,25.1,27.9
2013,"KY",0.0800621375169611,33.8,95,"Overall","All Ages","Hispanic","All Grades",19.9,8.8,31
2013,"KY",0.0800621375169611,33.8,5457,"Overall","Age 25 and Older","All Races","> 12th Grade",19.1,17.5,20.7
2013,"KY",0.0800621375169611,33.8,1175,"Overall","Age 25 and Older","All Races","< 12th Grade",40.3,35.8,44.8
2013,"LA",0.0670403184129604,29.6,2118,"Overall","45 to 64 Years","All Races","All Grades",25,22.2,27.8
2013,"LA",0.0670403184129604,29.6,NA,"Overall","All Ages","American Indian/Alaska Native","All Grades",NA,NA,NA
2013,"LA",0.0670403184129604,29.6,985,"Overall","25 to 44 Years","All Races","All Grades",28.7,24.5,32.9
2013,"LA",0.0670403184129604,29.6,1617,"Overall","Age 20 and Older","All Races","12th Grade",25.8,22.3,29.3
2013,"LA",0.0670403184129604,29.6,2861,"Overall","Age 25 and Older","All Races","> 12th Grade",18.1,15.7,20.5
2013,"LA",0.0670403184129604,29.6,NA,"Overall","All Ages","Asian/Pacific Islander","All Grades",NA,NA,NA
2013,"LA",0.0670403184129604,29.6,2953,"Overall","Age 20 and Older","All Races","> 12th Grade",17.5,15.2,19.8
2013,"LA",0.0670403184129604,29.6,83,"Overall","All Ages","Hispanic","All Grades",21.4,8.5,34.3
2013,"LA",0.0670403184129604,29.6,518,"Overall","Age 20 and Older","All Races","< 12th Grade",37.9,31.1,44.7
2013,"LA",0.0670403184129604,29.6,741,"Female","18 to 44 Years","All Races","All Grades",23,18.4,27.6
2013,"LA",0.0670403184129604,29.6,3481,"Overall","All Ages","White","All Grades",24.9,22.4,27.4
2013,"LA",0.0670403184129604,29.6,3422,"Female","All Ages","All Races","All Grades",20,17.6,22.4
2013,"LA",0.0670403184129604,29.6,205,"Overall","18 to 24 Years","All Races","All Grades",22.5,15.2,29.8
2013,"LA",0.0670403184129604,29.6,1583,"Overall","Age 25 and Older","All Races","12th Grade",24.5,21.1,27.9
2013,"LA",0.0670403184129604,29.6,1381,"Overall","All Ages","African American","All Grades",20.6,16.9,24.3
2013,"LA",0.0670403184129604,29.6,5162,"Overall","All Ages","All Races","All Grades",23.5,21.5,25.5
2013,"LA",0.0670403184129604,29.6,506,"Overall","Age 25 and Older","All Races","< 12th Grade",37.1,30.3,43.9
2013,"LA",0.0670403184129604,29.6,1740,"Male","All Ages","All Races","All Grades",27.3,24,30.6
2013,"LA",0.0670403184129604,29.6,1854,"Overall","65 Years and Older","All Races","All Grades",11.5,9.4,13.6
2013,"MA",0.0671927948731963,52.1,5692,"Male","All Ages","All Races","All Grades",18.7,17,20.4
2013,"MA",0.0671927948731963,52.1,1217,"Overall","Age 20 and Older","All Races","< 12th Grade",26.9,22.5,31.3
2013,"MA",0.0671927948731963,52.1,382,"Overall","All Ages","Asian/Pacific Islander","All Grades",8.2,4.1,12.3
2013,"MA",0.0671927948731963,52.1,8582,"Female","All Ages","All Races","All Grades",14.7,13.4,16
2013,"MA",0.0671927948731963,52.1,4323,"Overall","65 Years and Older","All Races","All Grades",9.6,8,11.2
2013,"MA",0.0671927948731963,52.1,53,"Overall","All Ages","American Indian/Alaska Native","All Grades",36.9,13.7,60.1
2013,"MA",0.0671927948731963,52.1,809,"Overall","All Ages","African American","All Grades",20.7,15.3,26.1
2013,"MA",0.0671927948731963,52.1,3252,"Overall","25 to 44 Years","All Races","All Grades",19,16.9,21.1
2013,"MA",0.0671927948731963,52.1,3242,"Overall","Age 20 and Older","All Races","12th Grade",24,21.5,26.5
2013,"MA",0.0671927948731963,52.1,5944,"Overall","45 to 64 Years","All Races","All Grades",17.1,15.6,18.6
2013,"MA",0.0671927948731963,52.1,3122,"Overall","Age 25 and Older","All Races","12th Grade",22.6,20.1,25.1
2013,"MA",0.0671927948731963,52.1,9592,"Overall","Age 20 and Older","All Races","> 12th Grade",12.2,11.1,13.3
2013,"MA",0.0671927948731963,52.1,755,"Overall","18 to 24 Years","All Races","All Grades",19.7,16.1,23.3
2013,"MA",0.0671927948731963,52.1,1251,"Overall","All Ages","Hispanic","All Grades",15.5,12.3,18.7
2013,"MA",0.0671927948731963,52.1,11205,"Overall","All Ages","White","All Grades",16.7,15.5,17.9
2013,"MA",0.0671927948731963,52.1,2226,"Female","18 to 44 Years","All Races","All Grades",16.9,14.6,19.2
2013,"MA",0.0671927948731963,52.1,14274,"Overall","All Ages","All Races","All Grades",16.6,15.6,17.6
2013,"MA",0.0671927948731963,52.1,9176,"Overall","Age 25 and Older","All Races","> 12th Grade",11.8,10.7,12.9
2013,"MA",0.0671927948731963,52.1,1173,"Overall","Age 25 and Older","All Races","< 12th Grade",26.6,22.1,31.1
2013,"MD",0.0657819263074979,47.2,2671,"Overall","25 to 44 Years","All Races","All Grades",19.8,17.5,22.1
2013,"MD",0.0657819263074979,47.2,5304,"Overall","45 to 64 Years","All Races","All Grades",17.1,15.6,18.6
2013,"MD",0.0657819263074979,47.2,798,"Overall","Age 25 and Older","All Races","< 12th Grade",26,21,31
2013,"MD",0.0657819263074979,47.2,830,"Overall","Age 20 and Older","All Races","< 12th Grade",25.4,20.6,30.2
2013,"MD",0.0657819263074979,47.2,8145,"Overall","Age 25 and Older","All Races","> 12th Grade",11.9,10.7,13.1
2013,"MD",0.0657819263074979,47.2,3142,"Overall","Age 25 and Older","All Races","12th Grade",23,20.7,25.3
2013,"MD",0.0657819263074979,47.2,3222,"Overall","Age 20 and Older","All Races","12th Grade",23.5,21.2,25.8
2013,"MD",0.0657819263074979,47.2,2481,"Overall","All Ages","African American","All Grades",17.4,14.9,19.9
2013,"MD",0.0657819263074979,47.2,62,"Overall","All Ages","American Indian/Alaska Native","All Grades",33.9,15.2,52.6
2013,"MD",0.0657819263074979,47.2,4158,"Overall","65 Years and Older","All Races","All Grades",8.7,7.2,10.2
2013,"MD",0.0657819263074979,47.2,8788,"Overall","All Ages","White","All Grades",16.8,15.5,18.1
2013,"MD",0.0657819263074979,47.2,12593,"Overall","All Ages","All Races","All Grades",16.4,15.3,17.5
2013,"MD",0.0657819263074979,47.2,7761,"Female","All Ages","All Races","All Grades",13.7,12.4,15
2013,"MD",0.0657819263074979,47.2,280,"Overall","All Ages","Asian/Pacific Islander","All Grades",9.4,4.3,14.5
2013,"MD",0.0657819263074979,47.2,1872,"Female","18 to 44 Years","All Races","All Grades",14.9,12.6,17.2
2013,"MD",0.0657819263074979,47.2,8362,"Overall","Age 20 and Older","All Races","> 12th Grade",11.8,10.7,12.9
2013,"MD",0.0657819263074979,47.2,474,"Overall","All Ages","Hispanic","All Grades",11,7.4,14.6
2013,"MD",0.0657819263074979,47.2,460,"Overall","18 to 24 Years","All Races","All Grades",16,11.9,20.1
2013,"MD",0.0657819263074979,47.2,4832,"Male","All Ages","All Races","All Grades",19.4,17.5,21.3
2013,"ME",0.0664773685769896,46.7,NA,"Overall","All Ages","Asian/Pacific Islander","All Grades",NA,NA,NA
2013,"ME",0.0664773685769896,46.7,NA,"Overall","All Ages","African American","All Grades",NA,NA,NA
2013,"ME",0.0664773685769896,46.7,4800,"Overall","Age 25 and Older","All Races","> 12th Grade",13.8,12.4,15.2
2013,"ME",0.0664773685769896,46.7,7962,"Overall","All Ages","All Races","All Grades",20.2,18.9,21.5
2013,"ME",0.0664773685769896,46.7,2749,"Overall","65 Years and Older","All Races","All Grades",6.8,5.6,8
2013,"ME",0.0664773685769896,46.7,4704,"Female","All Ages","All Races","All Grades",18.2,16.5,19.9
2013,"ME",0.0664773685769896,46.7,2389,"Overall","Age 25 and Older","All Races","12th Grade",24.6,22.3,26.9
2013,"ME",0.0664773685769896,46.7,2491,"Overall","Age 20 and Older","All Races","12th Grade",25.4,23.1,27.7
2013,"ME",0.0664773685769896,46.7,67,"Overall","All Ages","American Indian/Alaska Native","All Grades",37.5,23.3,51.7
2013,"ME",0.0664773685769896,46.7,1009,"Female","18 to 44 Years","All Races","All Grades",26.8,23.3,30.3
2013,"ME",0.0664773685769896,46.7,60,"Overall","All Ages","Hispanic","All Grades",25.4,11.2,39.6
2013,"ME",0.0664773685769896,46.7,377,"Overall","Age 25 and Older","All Races","< 12th Grade",39.7,32.9,46.5
2013,"ME",0.0664773685769896,46.7,7556,"Overall","All Ages","White","All Grades",20,18.7,21.3
2013,"ME",0.0664773685769896,46.7,394,"Overall","Age 20 and Older","All Races","< 12th Grade",42.7,36.1,49.3
2013,"ME",0.0664773685769896,46.7,3258,"Male","All Ages","All Races","All Grades",22.4,20.4,24.4
2013,"ME",0.0664773685769896,46.7,1474,"Overall","25 to 44 Years","All Races","All Grades",29.4,26.4,32.4
2013,"ME",0.0664773685769896,46.7,379,"Overall","18 to 24 Years","All Races","All Grades",23.6,18.7,28.5
2013,"ME",0.0664773685769896,46.7,4952,"Overall","Age 20 and Older","All Races","> 12th Grade",13.9,12.5,15.3
2013,"ME",0.0664773685769896,46.7,3360,"Overall","45 to 64 Years","All Races","All Grades",20.1,18.3,21.9
2013,"MI",0.0880445017222868,45.9,246,"Overall","All Ages","Hispanic","All Grades",20,13.7,26.3
2013,"MI",0.0880445017222868,45.9,606,"Overall","Age 20 and Older","All Races","< 12th Grade",42.9,37.6,48.2
2013,"MI",0.0880445017222868,45.9,881,"Overall","18 to 24 Years","All Races","All Grades",19.7,16.6,22.8
2013,"MI",0.0880445017222868,45.9,7485,"Overall","Age 25 and Older","All Races","> 12th Grade",16,14.8,17.2
2013,"MI",0.0880445017222868,45.9,133,"Overall","All Ages","Asian/Pacific Islander","All Grades",9.9,3.6,16.2
2013,"MI",0.0880445017222868,45.9,4128,"Overall","65 Years and Older","All Races","All Grades",9.4,8,10.8
2013,"MI",0.0880445017222868,45.9,130,"Overall","All Ages","American Indian/Alaska Native","All Grades",46.8,33.2,60.4
2013,"MI",0.0880445017222868,45.9,5332,"Male","All Ages","All Races","All Grades",24.7,23,26.4
2013,"MI",0.0880445017222868,45.9,3546,"Overall","Age 25 and Older","All Races","12th Grade",25.5,23.5,27.5
2013,"MI",0.0880445017222868,45.9,12519,"Overall","All Ages","All Races","All Grades",21.4,20.3,22.5
2013,"MI",0.0880445017222868,45.9,7916,"Overall","Age 20 and Older","All Races","> 12th Grade",15.9,14.8,17
2013,"MI",0.0880445017222868,45.9,1015,"Overall","All Ages","African American","All Grades",25.9,22,29.8
2013,"MI",0.0880445017222868,45.9,3722,"Overall","Age 20 and Older","All Races","12th Grade",26.3,24.4,28.2
2013,"MI",0.0880445017222868,45.9,1819,"Female","18 to 44 Years","All Races","All Grades",21.9,19.5,24.3
2013,"MI",0.0880445017222868,45.9,4979,"Overall","45 to 64 Years","All Races","All Grades",22.2,20.6,23.8
2013,"MI",0.0880445017222868,45.9,2531,"Overall","25 to 44 Years","All Races","All Grades",28.8,26.4,31.2
